data_point_id,citation,title,doi,herbivore_type,study_notes,data_notes,design_notes,land_use_history_notes,management_notes,experimental_mechanism,experiment_timing,site_size_ha,site_number,treatment_size_m2,treatment_number,plot_size_m2,plot_number,subplot_size_m2,subplot_number,final_measure_scale,continent,latitude,longitude,coord_quality,site_name,introduced_herbivores,herbivore_manipulation_notes,density_notes,density_high_megafauna,density_low_megafauna,animal_density_units,areal_density_units,years_since_introduction,years_since_treatment,treatment_duration_days,time_series_clean,data_year,impact_mechanism,response_highest_level,response_sphere,species_class,species_level,species_or_group,response,unit,mean_type,error_type,fig_num,fig_notes,raw_mean_high_megafauna,error_high_megafauna,n_high_megafauna,raw_mean_low_megafauna,error_low_megafauna,n_low_megafauna,plot_covariate,digitization_notes,initially_entered_by,eco_response,total_biomass_kg_ha,cwm_mass_kg,max_species_mass_kg,metabolic_biomass_ha,vi_rom,yi_rom,vi_smd,yi_smd,vi_smdh,yi_smdh,n_citations
dp_127,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment,,"",plot,Europe,50.237,14.889,"",MBV,Equus caballus; Bos taurus,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.64,0.17,4,0.67,0.24,4,"","",JT,soil_p,142.5,419.117647058824,750,30.9195633007696,0.049717574056896,-0.0458095360312942,0.500981302153939,-0.125302970687113,0.668119106206909,-0.125302970687113,2
dp_128,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment,,"",plot,Europe,50.279,14.882,"",MTR,Equus caballus; Bison bonasus; Bos taurus,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.22,0.02,4,0.7,0.51,4,"","",JT,soil_p,123,410,750,27.0882783257467,0.134770197335132,-1.15745278869104,0.583416333577019,-1.15527543782091,0.888428143817299,-1.15527543782091,2
dp_129,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment,,"",plot,Europe,49.664,13.317,"",DOB,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.98,0.49,4,0.9,0.41,4,"","",JT,soil_p,60,300,300,14.4168684848085,0.114382716049383,0.0851578083403068,0.501478711068704,0.153816049550292,0.668699621040879,0.153816049550292,2
dp_130,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment,,"",plot,Europe,48.81,15.992,"",HAV,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.28,0.04,4,0.37,0.04,4,"","",JT,soil_p,69,300,300,16.5793987575298,0.00802388157600513,-0.278713402469021,0.738732414637843,-1.95441004761168,0.984976552850457,-1.95441004761168,2
dp_131,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment,,"",plot,Europe,48.845,15.971,"",MAS,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.6,0.38,4,0.29,0.01,4,"","",JT,soil_p,93,300,300,22.3461461514532,0.100575042938301,0.727048732235627,0.562723732025656,1.00178825727321,0.833698606003001,1.00178825727321,2
dp_132,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment,,"",plot,Europe,50.1878,15.861,"",HRK,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,higher_level,soil,soil P content,mg/g,mean,SD,"","",0.16,0.07,4,0.27,0.08,4,"","",JT,soil_p,51,300,300,12.2543382120872,0.0697994362997257,-0.523248143764548,0.600991140552576,-1.2711641313541,0.803694247039985,-1.2711641313541,2
dp_133,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.237,14.889,"",MBV,Equus caballus; Bos taurus,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",35.1,3.5,4,40.3,4.9,4,"","",JT,plant_cn,142.5,419.117647058824,750,30.9195633007696,0.00618169114452959,-0.138150338480817,0.57033236765263,-1.06081001241602,0.770307155839716,-1.06081001241602,1
dp_134,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.279,14.882,"",MTR,Equus caballus; Bison bonasus; Bos taurus,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",36.1,3.1,4,41.6,2.1,4,"","",JT,plant_cn,123,410,750,27.0882783257467,0.00248060185036346,-0.141807301928382,0.703494987204727,-1.80441674656262,0.975318599521042,-1.80441674656262,1
dp_135,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,49.664,13.317,"",DOB,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",20.3,1.5,4,23.3,3.8,4,"","",JT,plant_cn,60,300,300,14.4168684848085,0.00801459060839541,-0.137832474523913,0.550858380057326,-0.902072104056666,0.770651795359106,-0.902072104056666,1
dp_136,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.81,15.992,"",HAV,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",24.2,2.6,4,28,2,4,"","",JT,plant_cn,69,300,300,16.5793987575298,0.00416124205299906,-0.145851877012563,0.626570143370341,-1.42306791613242,0.84653045327377,-1.42306791613242,1
dp_137,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.845,15.971,"",MAS,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",21.2,1.5,4,24.5,3.3,4,"","",JT,plant_cn,93,300,300,22.3461461514532,0.00578716765620234,-0.144671935872715,0.578164375907131,-1.11831570431345,0.815945125739446,-1.11831570431345,1
dp_138,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.1878,15.861,"",HRK,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/N ratio,"",mean,SD,"","",22.1,3.5,4,25.2,2,4,"","",JT,plant_cn,51,300,300,12.2543382120872,0.00784505059065562,-0.13126638599367,0.555775872478199,-0.944676642905488,0.760202914824189,-0.944676642905488,1
dp_139,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.237,14.889,"",MBV,Equus caballus; Bos taurus,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",828,296,4,1243,691,4,"","",JT,plant_cp,142.5,419.117647058824,750,30.9195633007696,0.109209251142355,-0.406269937125451,0.528744154719293,-0.678164047637952,0.723234135736226,-0.678164047637952,1
dp_140,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.279,14.882,"",MTR,Equus caballus; Bison bonasus; Bos taurus,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",1068,189,4,844,181,4,"","",JT,plant_cp,123,410,750,27.0882783257467,0.0193270013533018,0.235390524924183,0.569102848757913,1.05149682839588,0.758975931780548,1.05149682839588,1
dp_141,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,49.664,13.317,"",DOB,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",365,52,4,393,121,4,"","",JT,plant_cp,60,300,300,14.4168684848085,0.0287728841281544,-0.0739122582867697,0.504263027249063,-0.261167448172626,0.675042849097033,-0.261167448172626,1
dp_142,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.81,15.992,"",HAV,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",532,111,4,436,104,4,"","",JT,plant_cp,69,300,300,16.5793987575298,0.0251077445347435,0.19900124599261,0.537567454547804,0.775293023807684,0.716968544347386,0.775293023807684,1
dp_143,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.845,15.971,"",MAS,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",329,65,4,447,60,4,"","",JT,plant_cp,93,300,300,22.3461461514532,0.0142626186967544,-0.306500843848197,0.667824753718068,-1.63865678514114,0.891860537763023,-1.63865678514114,1
dp_144,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.1878,15.861,"",HRK,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground C/P ratio,"",mean,SD,"","",706,89,4,455,83,4,"","",JT,plant_cp,51,300,300,12.2543382120872,0.0122919709104153,0.439317818542292,0.901207215134218,2.53363680154585,1.20420712731126,2.53363680154585,1
dp_145,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.237,14.889,"",MBV,Equus caballus; Bos taurus,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",23.3,6.7,4,28.9,11.6,4,"","",JT,plant_np,142.5,419.117647058824,750,30.9195633007696,0.0609490706598655,-0.215388234546732,0.516481963251043,-0.513528394557382,0.694129872028295,-0.513528394557382,1
dp_146,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.279,14.882,"",MTR,Equus caballus; Bison bonasus; Bos taurus,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",29.5,3.5,4,20,3.4,4,"","",JT,plant_np,123,410,750,27.0882783257467,0.0107441037058317,0.388657989791783,0.857490220145126,2.39161943509456,1.14372059048744,2.39161943509456,1
dp_147,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,49.664,13.317,"",DOB,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",18.3,3.6,4,17,2.5,4,"","",JT,plant_np,60,300,300,14.4168684848085,0.015081392991615,0.0736877157911591,0.508297278927266,0.364357602962049,0.679079490670058,0.364357602962049,1
dp_148,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.81,15.992,"",HAV,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",22.3,3.5,4,15.3,3,4,"","",JT,plant_np,69,300,300,16.5793987575298,0.0157700662233674,0.376733850067683,0.717477081279383,1.86537752223782,0.963418784586806,1.86537752223782,1
dp_149,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.845,15.971,"",MAS,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",16,3,4,18.7,0.6,4,"","",JT,plant_np,93,300,300,22.3461461514532,0.00904643331414967,-0.15593480162076,0.573456127580875,-1.08411163691476,0.848061285465987,-1.08411163691476,1
dp_150,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.1878,15.861,"",HRK,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,higher_level,all plants,Aboveground N/P ratio,"",mean,SD,"","",33.1,2.8,4,18.3,2.9,4,"","",JT,plant_np,51,300,300,12.2543382120872,0.0080671386447835,0.592632222535642,1.7712952245187,4.51006913387137,2.36381255216936,4.51006913387137,1
dp_151,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.237,14.889,"",MBV,Equus caballus; Bos taurus,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,higher_level,all plants,Aboveground dry biomass,g/m2,mean,SD,"","",159,25,4,202,84,4,"","",JT,plant_biomass,142.5,419.117647058824,750,30.9195633007696,0.0494115866122774,-0.239363495180973,0.522703640230249,-0.602709087109181,0.718158692307139,-0.602709087109181,5
dp_152,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,50.279,14.882,"",MTR,Equus caballus; Bison bonasus; Bos taurus,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,higher_level,all plants,Aboveground dry biomass,g/m2,mean,SD,"","",116,18,4,197,16,4,"","",JT,plant_biomass,123,410,750,27.0882783257467,0.00766872151301433,-0.529613537631624,1.56688692886429,-4.13160874984898,2.10873582254862,-4.13160874984898,5
dp_153,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,49.664,13.317,"",DOB,Equus caballus,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,higher_level,all plants,Aboveground dry biomass,g/m2,mean,SD,"","",227,50,4,256,37,4,"","",JT,plant_biomass,60,300,300,14.4168684848085,0.0173514129124015,-0.12022742699816,0.520500932523904,-0.572725868441838,0.696337067294434,-0.572725868441838,5
dp_154,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.81,15.992,"",HAV,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,higher_level,all plants,Aboveground dry biomass,g/m2,mean,SD,"","",78,19,4,91,15,4,"","",JT,plant_biomass,69,300,300,16.5793987575298,0.0216266486870882,-0.154150679827258,0.52719978296805,-0.659694268194592,0.704886424061913,-0.659694268194592,5
dp_155,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,"",each area compared with one nearby control,Unkown,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment,0.0625,16 per treatment,subplot,Europe,48.845,15.971,"",MAS,Equus caballus,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,higher_level,all plants,Aboveground dry biomass,g/m2,mean,SD,"","",64,20,4,105,11,4,"","",JT,plant_biomass,93,300,300,22.3461461514532,0.0271578266723356,-0.495077266797851,0.804303074529013,-2.20654689332998,1.18875722030517,-2.20654689332998,5
