data_point_id,citation,title,doi,herbivore_type,study_notes,data_notes,design_notes,land_use_history_notes,management_notes,experimental_mechanism,experiment_timing,site_size_ha,site_number,treatment_size_m2,treatment_number,plot_size_m2,plot_number,subplot_size_m2,subplot_number,final_measure_scale,continent,latitude,longitude,coord_quality,site_name,introduced_herbivores,resident_herbivores,herbivore_manipulation_notes,density_notes,density_high_megafauna,density_low_megafauna,animal_density_units,areal_density_units,years_since_introduction,years_since_treatment,treatment_duration_days,time_series_clean,data_year,impact_mechanism,response_highest_level,response_sphere,species_class,strata_or_soil_depth,age_class,species_level,species_or_group,response,unit,high_value_equals_high_response,mean_type,error_type,fig_num,fig_notes,raw_mean_high_megafauna,error_high_megafauna,n_high_megafauna,raw_mean_low_megafauna,error_low_megafauna,n_low_megafauna,plot_covariate,digitization_notes,initially_entered_by
dp_135,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/N ratio,,T,mean,SD,,,20.3,1.5,4,23.3,3.8,4,,,JT
dp_136,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/N ratio,,T,mean,SD,,,24.2,2.6,4,28,2,4,,,JT
dp_137,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/N ratio,,T,mean,SD,,,21.2,1.5,4,24.5,3.3,4,,,JT
dp_138,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/N ratio,,T,mean,SD,,,22.1,3.5,4,25.2,2,4,,,JT
dp_139,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,828,296,4,1243,691,4,,,JT
dp_140,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,1068,189,4,844,181,4,,,JT
dp_141,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,365,52,4,393,121,4,,,JT
dp_142,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,532,111,4,436,104,4,,,JT
dp_143,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,329,65,4,447,60,4,,,JT
dp_144,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground C/P ratio,,T,mean,SD,,,706,89,4,455,83,4,,,JT
dp_145,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,23.3,6.7,4,28.9,11.6,4,,,JT
dp_146,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,29.5,3.5,4,20,3.4,4,,,JT
dp_147,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,18.3,3.6,4,17,2.5,4,,,JT
dp_148,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,22.3,3.5,4,15.3,3,4,,,JT
dp_149,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,16,3,4,18.7,0.6,4,,,JT
dp_150,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground N/P ratio,,T,mean,SD,,,33.1,2.8,4,18.3,2.9,4,,,JT
dp_151,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,159,25,4,202,84,4,,,JT
dp_152,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,116,18,4,197,16,4,,,JT
dp_153,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,227,50,4,256,37,4,,,JT
dp_154,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,78,19,4,91,15,4,,,JT
dp_155,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,64,20,4,105,11,4,,,JT
dp_156,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground dry biomass,g/m2,T,mean,SD,,,75,6,4,148,29,4,,,JT
dp_157,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,410,60,4,502,226,4,,,JT
dp_158,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,260,38,4,407,16,4,,,JT
dp_159,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,821,109,4,708,198,4,,,JT
dp_160,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,228,17,4,274,76,4,,,JT
dp_161,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,228,91,4,347,5,4,,,JT
dp_162,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,biomass,vegetation,plants,aboveground,,higher_level,all plants,Aboveground fresh biomass,g/m2,T,mean,SD,,,213,57,4,508,84,4,,,JT
dp_163,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,432,2.5,4,430,6.2,4,,,JT
dp_164,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,435,1.7,4,436,2.3,4,,,JT
dp_165,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,423,6,4,423,3.4,4,,,JT
dp_166,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,439,2.8,4,436,3.8,4,,,JT
dp_167,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,430,3.8,4,442,3.6,4,,,JT
